name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,logloss,0.8035373509781305,1.02
2_DecisionTree,Decision Tree,logloss,0.6971661214724714,26.79
3_Default_Xgboost,Xgboost,logloss,0.627086746231152,33.28
4_Default_NeuralNetwork,Neural Network,logloss,0.6490071613454897,37.11
5_Default_RandomForest,Random Forest,logloss,0.6804622371511646,12.0
Ensemble,Ensemble,logloss,0.627086745108889,1.07
